nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT04344912,"ClinicalTrials.gov processed this data on May 07, 2020",2020-04-10,NA,NA,2020-04-26,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-26,2020-04-28,Actual,"March 20, 2020",Actual,2020-03-20,April 2020,2020-04-30,August 2020,Anticipated,2020-08-31,June 2020,Anticipated,2020-06-30,12 Months,Observational [Patient Registry],CCU-COVID19,,Impact of COVID19 Outbreak in Cardiac Acute Care,Impact of COVID19 Outbreak in Cardiac Patients Admitted in Intensive Care Unit : the CCU-COVID19 Study,Recruiting,NA,NA,500,Anticipated,Assistance Publique - HÃ´pitaux de Paris,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,The data will be available 12 months after the beginning of the Registry,to be determined,NA,Yes,Open to collaboration,2020-05-08T09:16:25Z,2020-05-08T09:16:25Z
NCT04347798,"ClinicalTrials.gov processed this data on April 30, 2020",2020-04-13,NA,NA,2020-04-16,2020-04-13,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-16,2020-04-20,Actual,"April 15, 2020",Anticipated,2020-04-15,April 2020,2020-04-30,April 2021,Anticipated,2021-04-30,April 2021,Anticipated,2021-04-30,12 Months,Observational [Patient Registry],IMPACT,,IMPACT: IMPact of Antimalarials on Covid-19 Infections in RAPPORT,IMPACT RAPPORT: IMPact of Antimalarials on Covid Infections: a Case Control sTudy of RAPPORT,Enrolling by invitation,NA,NA,500,Anticipated,University of Alberta,,NA,2,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,Samples Without DNA,"
      Blood sample for Covid-19 serology, ABO blood type, HLA typing
    ",NA,NA,NA,NA,NA,2020-05-01T09:24:03Z,2020-05-01T09:24:03Z
NCT04347993,"ClinicalTrials.gov processed this data on May 01, 2020",2020-04-13,NA,NA,2020-04-21,2020-04-14,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-21,2020-04-24,Actual,"March 27, 2020",Actual,2020-03-27,April 2020,2020-04-30,April 2021,Anticipated,2021-04-30,April 2021,Anticipated,2021-04-30,1 Year,Observational [Patient Registry],NA,,"A Prospective ""Universal"" Observational Database for COVID-19",Real World Observational Database for COVID-19 Treatment and Outcomes,Recruiting,NA,NA,5000,Anticipated,Hackensack Meridian Health,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-05-04T09:04:56Z,2020-05-04T09:04:56Z
NCT04378452,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-15,NA,NA,2020-05-05,2020-05-05,2020-05-07,Actual,NA,NA,NA,NA,NA,NA,2020-05-05,2020-05-07,Actual,"March 31, 2020",Actual,2020-03-31,May 2020,2020-05-31,December 2020,Anticipated,2020-12-31,September 2020,Anticipated,2020-09-30,12 Months,Observational [Patient Registry],COM-COVID,,Assessment of the Psycho-social Impact of COVID-19 Outbreak,Assessment of the Psycho-social Impact of COVID-19 Outbreak (COM-COVID),Recruiting,NA,NA,65000,Anticipated,FundaciÃ³ Institut Germans Trias i Pujol,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,Results and database could be available upon request.,2020-05-12T09:12:34Z,2020-05-12T09:12:34Z
NCT04357275,"ClinicalTrials.gov processed this data on May 01, 2020",2020-04-15,NA,NA,2020-04-18,2020-04-18,2020-04-22,Actual,NA,NA,NA,NA,NA,NA,2020-04-18,2020-04-22,Actual,"March 13, 2020",Actual,2020-03-13,April 2020,2020-04-30,March 2022,Anticipated,2022-03-31,March 2021,Anticipated,2021-03-31,4 Weeks,Observational [Patient Registry],RISC-19-ICU,,The RIsk Stratification in COVID-19 Patients in the ICU Registry,The RIsk Stratification in COVID-19 Patients in the ICU Registry,Recruiting,NA,NA,10000,Anticipated,University of Zurich,,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,"Each collaborator's data is available for their own use
The collaborators are encouraged to share their analysis code (the standard is R code)
Analysis on the entire registry dataset may be performed using the same analysis pathway. To request analysis on the entire dataset, a protocol may be submitted to the board
The board may make some descriptive data publicly available to support the coordination of the response to the pandemic threat
Scientific findings will be jointly published in a scientific journal according to a collaboration agreement",2020-05-02T09:12:05Z,2020-05-02T09:12:05Z
NCT04351529,"ClinicalTrials.gov processed this data on April 30, 2020",2020-04-16,NA,NA,2020-04-17,2020-04-16,2020-04-17,Actual,NA,NA,NA,NA,NA,NA,2020-04-17,2020-04-20,Actual,"April 1, 2020",Actual,2020-04-01,April 2020,2020-04-30,December 2021,Anticipated,2021-12-31,December 2021,Anticipated,2021-12-31,2 Years,Observational [Patient Registry],NA,,Austrian COVID-19 Registry,Austrian COVID-19 Registry (AGMT_COVID-19),Recruiting,NA,NA,1000,Anticipated,Arbeitsgemeinschaft medikamentoese Tumortherapie,,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-05-01T09:23:33Z,2020-05-01T09:23:33Z
NCT04354701,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-16,NA,NA,2020-04-30,2020-04-16,2020-04-21,Actual,NA,NA,NA,NA,NA,NA,2020-04-30,2020-05-01,Actual,"March 17, 2020",Actual,2020-03-17,April 2020,2020-04-30,December 2022,Anticipated,2022-12-31,December 2021,Anticipated,2021-12-31,12 Months,Observational [Patient Registry],CCC19,,COVID-19 and Cancer Consortium Registry,The COVID-19 and Cancer Consortium (CCC19) Registry,Recruiting,NA,NA,1000,Anticipated,Vanderbilt-Ingram Cancer Center,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-05-12T09:20:06Z,2020-05-12T09:20:06Z
NCT04352764,"ClinicalTrials.gov processed this data on May 06, 2020",2020-04-16,NA,NA,2020-04-23,2020-04-16,2020-04-20,Actual,NA,NA,NA,NA,NA,NA,2020-04-23,2020-04-27,Actual,"March 27, 2020",Actual,2020-03-27,April 2020,2020-04-30,"January 31, 2021",Anticipated,2021-01-31,"December 31, 2020",Anticipated,2020-12-31,1 Month,Observational [Patient Registry],NA,,ANTIBODY BASED TESTS FOR SARSCoV-2 COVID-19) - Evaluation of Patients and Healthcare Providers in the Confines of Healthcare Settings,Use of the ANTIBODY BASED LATERAL FLOW IMMUNOASSAY TESTS FOR SARSCoV-2 THAT CAUSES CORONAVIRUS DISEASE 2019 (COVID-19) - Evaluation of Patients and Healthcare Providers in the Confines of Healthcare Settings,Recruiting,NA,NA,5000,Anticipated,Texas Cardiac Arrhythmia Research Foundation,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,No plans decided yet,2020-05-07T09:14:32Z,2020-05-07T09:14:32Z
NCT04356586,"ClinicalTrials.gov processed this data on May 01, 2020",2020-04-17,NA,NA,2020-04-21,2020-04-21,2020-04-22,Actual,NA,NA,NA,NA,NA,NA,2020-04-21,2020-04-22,Actual,"April 30, 2020",Anticipated,2020-04-30,April 2020,2020-04-30,"July 30, 2020",Anticipated,2020-07-30,"July 30, 2020",Anticipated,2020-07-30,3 Months,Observational [Patient Registry],NA,,Immune Response to Covid-19 in 300 Health Care Workers With Mild Symptoms,Immune Response to Covid-19 in 300 Health Care Workers With Mild Symptoms,Enrolling by invitation,NA,NA,300,Anticipated,Sciensano,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-05-02T09:12:28Z,2020-05-02T09:12:28Z
NCT04366206,"ClinicalTrials.gov processed this data on May 07, 2020",2020-04-19,NA,NA,2020-04-27,2020-04-27,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-28,Actual,"March 14, 2020",Actual,2020-03-14,April 2020,2020-04-30,"July 31, 2020",Anticipated,2020-07-31,"July 31, 2020",Anticipated,2020-07-31,14 Weeks,Observational [Patient Registry],NA,,Factors Associated With Clinical Outcomes in Patients Hospitalized for Covid-19 in GHT-93 Est,Factors Associated With Clinical Outcomes in Patients Hospitalized for Covid-19 in GHT-93 Est,Recruiting,NA,NA,143,Anticipated,Centre Hospitalier Intercommunal Robert Ballanger,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-05-08T09:13:16Z,2020-05-08T09:13:16Z
NCT04380766,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-21,NA,NA,2020-05-07,2020-05-07,2020-05-08,Actual,NA,NA,NA,NA,NA,NA,2020-05-07,2020-05-08,Actual,"January 1, 2019",Actual,2019-01-01,May 2020,2020-05-31,"June 30, 2020",Anticipated,2020-06-30,"June 30, 2020",Anticipated,2020-06-30,1 Month,Observational [Patient Registry],PanCOVID,,Covid-19 Pandemic and Pancreatic Surgery in Italy,Effects of Covid-19 Pandemic on Pancreatic Surgery in Italy. A Multicenter Observational Clinical Study,Recruiting,NA,NA,700,Anticipated,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,,NA,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-05-12T09:11:06Z,2020-05-12T09:11:06Z
NCT04359927,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-21,NA,NA,2020-05-05,2020-04-22,2020-04-24,Actual,NA,NA,NA,NA,NA,NA,2020-05-05,2020-05-07,Actual,"April 20, 2020",Actual,2020-04-20,May 2020,2020-05-31,"August 31, 2025",Anticipated,2025-08-31,"August 31, 2021",Anticipated,2021-08-31,1 Year,Observational [Patient Registry],CV-COVID-19,,Long-term Effects of Coronavirus Disease 2019 on the Cardiovascular System: CV COVID-19 Registry,Long-term Effects of Coronavirus 2019 Disease on the Cardiovascular System in Patients Who Have Undergone a Diagnostic Nasopharyngeal Swab for SARS-CoV-2. CV COVID-19 Registry,Recruiting,NA,NA,10000,Anticipated,Hospital Clinic of Barcelona,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,Will be made available upon request.,2020-05-12T09:19:49Z,2020-05-12T09:19:49Z
NCT04359602,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-21,NA,NA,2020-04-30,2020-04-22,2020-04-24,Actual,NA,NA,NA,NA,NA,NA,2020-04-30,2020-05-04,Actual,"April 8, 2020",Actual,2020-04-08,April 2020,2020-04-30,"April 20, 2042",Anticipated,2042-04-20,"April 20, 2022",Anticipated,2022-04-20,20 Years,Observational [Patient Registry],NA,,COVID-19 Recovered Volunteer Research Participant Pool Registry,COVID-19 Recovered Volunteer Research Participant Pool Registry,Recruiting,NA,NA,10000,Anticipated,"University of California, Los Angeles",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,NA,2020-05-12T09:19:50Z,2020-05-12T09:19:50Z
NCT04374110,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-22,NA,NA,2020-05-05,2020-05-02,2020-05-05,Actual,NA,NA,NA,NA,NA,NA,2020-05-05,2020-05-06,Actual,"May 5, 2020",Actual,2020-05-05,May 2020,2020-05-31,"August 24, 2021",Anticipated,2021-08-24,"June 24, 2020",Anticipated,2020-06-24,12 Months,Observational [Patient Registry],COR-CARDIO,,Drug Safety and the Occurrence of Complications During Hospitalization in Patients With COVID-19,Prospective Monitoring of Drug Safety and the Occurrence of Complications During Hospitalization in Patients With Cardiovascular Diseases With COVID-19,Recruiting,NA,NA,1000,Anticipated,"Institute of Cardiology, Warsaw, Poland",,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-05-12T09:16:01Z,2020-05-12T09:16:01Z
NCT04361591,"ClinicalTrials.gov processed this data on May 01, 2020",2020-04-22,NA,NA,2020-04-22,2020-04-22,2020-04-24,Actual,NA,NA,NA,NA,NA,NA,2020-04-22,2020-04-24,Actual,"March 1, 2020",Actual,2020-03-01,March 2020,2020-03-31,March 2021,Anticipated,2021-03-31,"March 1, 2021",Anticipated,2021-03-01,2 Years,Observational [Patient Registry],COVID19-SETH,,COVID-19 in Liver Transplant Recipients,COVID-19 in Liver Transplant Recipients in Spain: a Nationwide Prospective Study,Recruiting,NA,NA,200,Anticipated,Hospital Clinic of Barcelona,,NA,1,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-05-04T09:01:23Z,2020-05-04T09:01:23Z
NCT04361500,"ClinicalTrials.gov processed this data on May 01, 2020",2020-04-22,NA,NA,2020-04-22,2020-04-22,2020-04-24,Actual,NA,NA,NA,NA,NA,NA,2020-04-22,2020-04-24,Actual,"April 15, 2020",Actual,2020-04-15,April 2020,2020-04-30,"October 1, 2021",Anticipated,2021-10-01,"October 1, 2020",Anticipated,2020-10-01,30 Days,Observational [Patient Registry],COSA,,Registry of COVID-19 Patients Treated With the Seraph 100 Microbind Affinity Blood Filter,Registry for the Evaluation of Safety and Effectiveness of the Seraph 100 Microbind Affinity Blood Filter in the Therapy of COVID-19 Patients (COSA),Recruiting,NA,NA,100,Anticipated,Hannover Medical School,,NA,1,NA,FALSE,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-05-04T09:01:26Z,2020-05-04T09:01:26Z
NCT04363632,"ClinicalTrials.gov processed this data on May 13, 2020",2020-04-23,NA,NA,2020-05-07,2020-04-23,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-05-07,2020-05-11,Actual,"April 2, 2020",Actual,2020-04-02,May 2020,2020-05-31,June 2020,Anticipated,2020-06-30,June 2020,Anticipated,2020-06-30,2 Months,Observational [Patient Registry],ONCOVID-19,,Prospective Analysis of Morbi-mortality of Patients With Cancers in Active Phase of Treatment Suspected or Diagnosed of a SARS-CoV-2 Infection,Prospective Analysis of Morbi-mortality of Patients With Cancers in Active Phase of Treatment Suspected or Diagnosed of a SARS-CoV-2 Infection,Recruiting,NA,NA,150,Anticipated,Centre Leon Berard,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-05-14T08:55:13Z,2020-05-14T08:55:13Z
NCT04364984,"ClinicalTrials.gov processed this data on May 07, 2020",2020-04-23,NA,NA,2020-04-25,2020-04-25,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-25,2020-04-28,Actual,"April 1, 2020",Actual,2020-04-01,April 2020,2020-04-30,"August 1, 2021",Anticipated,2021-08-01,"April 1, 2021",Anticipated,2021-04-01,4 Weeks,Observational [Patient Registry],BIRCOV,,"ARB, ACEi, DRi in COVID-19","ARB, ACEi, DRi Usage in COVID-19",Recruiting,NA,NA,10,Anticipated,Medical Practice Prof D. Ivanov,,NA,3,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-05-08T09:14:00Z,2020-05-08T09:14:00Z
NCT04365322,"ClinicalTrials.gov processed this data on May 08, 2020",2020-04-25,NA,NA,2020-04-27,2020-04-25,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Actual,"April 20, 2020",Actual,2020-04-20,April 2020,2020-04-30,"April 20, 2025",Anticipated,2025-04-20,"June 1, 2020",Anticipated,2020-06-01,5 Years,Observational [Patient Registry],COV-CREM,,Study of Specific Viral Immune Responses Induced by SARS-CoV-2 (COVID-19),Ã‰tude Des rÃ©ponses Immunitaires Lymphocytaires spÃ©cifiques Chez Des Patients infectÃ©s Par le Virus SARS-CoV-2 : CaractÃ©ristiques Des RÃ©ponses Effectrices et MÃ©moires,Recruiting,NA,NA,60,Anticipated,Centre Hospitalier Universitaire de Besancon,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-05-09T09:12:12Z,2020-05-09T09:12:12Z
NCT04393142,"ClinicalTrials.gov processed this data on May 22, 2020",2020-04-26,NA,NA,2020-05-15,2020-05-15,2020-05-19,Actual,NA,NA,NA,NA,NA,NA,2020-05-15,2020-05-19,Actual,"May 5, 2020",Actual,2020-05-05,May 2020,2020-05-31,"June 1, 2020",Anticipated,2020-06-01,"May 30, 2020",Anticipated,2020-05-30,1 Day,Observational [Patient Registry],NA,,Serologic Testing of Household Contacts of Confirmed Cases of COVID-19,Observational Trial Evaluating the Serologic Status of Household Contacts of Patients Diagnosed With COVID-19,Recruiting,NA,NA,92,Anticipated,Hospital Universitario Dr. Jose E. Gonzalez,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Blood samples will be obtained by capillary puncture or venipuncture for rapid testing of
      antibodies against SARS-CoV-2 (IVD COVID-19 IgM/IgG test kit, Singclean).

      Samples will be stored in the laboratory, and discarded at the discretion of the researcher,
      according to Mexican Official Standard NOM-087-ECOL-SSA1-2002.
    ",NA,NA,NA,NA,NA,2020-05-24T08:41:11Z,2020-05-24T08:41:11Z
NCT04368975,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-27,NA,NA,2020-04-29,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-04-29,2020-04-30,Actual,"March 12, 2020",Actual,2020-03-12,April 2020,2020-04-30,"December 31, 2020",Anticipated,2020-12-31,"April 21, 2020",Actual,2020-04-21,28 Days,Observational [Patient Registry],NA,,ARDS Caused by COVID-19,Main Features and Ventilatory Management of Patients With ARDS Caused by COVID-19,Recruiting,NA,NA,500,Anticipated,Hospital Clinic of Barcelona,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-05-11T18:31:56Z,2020-05-11T18:31:56Z
NCT04370821,"ClinicalTrials.gov processed this data on May 15, 2020",2020-04-27,NA,NA,2020-05-08,2020-04-29,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-05-08,2020-05-12,Actual,"May 9, 2020",Actual,2020-05-09,May 2020,2020-05-31,"April 27, 2040",Anticipated,2040-04-27,"April 27, 2040",Anticipated,2040-04-27,20 Years,Observational [Patient Registry],CHAMPS,,"COVID-19 CHAMPS Study of Healthcare, First Responder and Service Workers","COVID-19 CHAMPS Study of Healthcare, First Responder and Service Workers",Recruiting,NA,NA,20000,Anticipated,Villanova University,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-05-18T06:34:02Z,2020-05-18T06:34:02Z
NCT04368234,"ClinicalTrials.gov processed this data on May 08, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Actual,"May 5, 2020",Anticipated,2020-05-05,April 2020,2020-04-30,"April 30, 2025",Anticipated,2025-04-30,"April 30, 2025",Anticipated,2025-04-30,5 Years,Observational [Patient Registry],NA,,Duke COVID-19 Shared Data and Specimen Repository,Duke Shared Data and Specimen Repository Regarding COVID-19 Patients,Recruiting,NA,NA,100000,Anticipated,Duke University,,NA,1,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Biological specimens may include, but are not limited to, tissue, blood, urine, sputum,
      feces, genetic, and/or cell samples.
    ",NA,NA,NA,No,NA,2020-05-09T09:10:55Z,2020-05-09T09:10:55Z
NCT04368143,"ClinicalTrials.gov processed this data on May 08, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Actual,"April 1, 2020",Actual,2020-04-01,April 2020,2020-04-30,"December 31, 2020",Anticipated,2020-12-31,"June 30, 2020",Anticipated,2020-06-30,7 Days,Observational [Patient Registry],IMSEQ,,COVID-19 Immune Repertoire Sequencing,COVID-19 Immune Repertoire Sequencing,Recruiting,NA,NA,100,Anticipated,"Institute of Tropical Medicine, Belgium",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-05-09T09:10:59Z,2020-05-09T09:10:59Z
NCT04367714,"ClinicalTrials.gov processed this data on May 08, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Actual,"March 15, 2020",Actual,2020-03-15,April 2020,2020-04-30,"December 1, 2021",Anticipated,2021-12-01,"December 1, 2020",Anticipated,2020-12-01,9 Months,Observational [Patient Registry],COVCKD,,Antibody Response Against SARS-CoV-2 in Dialysis Patients During COVID-19,Antistof Respons Mod SARS-CoV-2 Hos Dialysepatienter i Forbindelse Med COVID-19,Recruiting,NA,NA,300,Anticipated,Region MidtJylland Denmark,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Samples for determination of antibodies, cytokines, RNA and DNA
    ",NA,NA,NA,No,NA,2020-05-09T09:11:14Z,2020-05-09T09:11:14Z
NCT04367857,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-28,NA,NA,2020-04-28,2020-04-28,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-04-28,2020-04-30,Actual,"April 18, 2020",Actual,2020-04-18,April 2020,2020-04-30,October 2021,Anticipated,2021-10-31,October 2021,Anticipated,2021-10-31,1 Year,Observational [Patient Registry],NA,,ARMOR Study: COVID-19 Seroprevalence Among Healthcare Workers,SARS-CoV-2 Seroprevalence Among Healthcare Workers: ARMOR Study Demonstration Project,Recruiting,NA,NA,1000,Anticipated,Columbia University,,NA,4,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-05-11T18:32:15Z,2020-05-11T18:32:15Z
NCT04380727,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-28,NA,NA,2020-05-07,2020-05-07,2020-05-08,Actual,NA,NA,NA,NA,NA,NA,2020-05-07,2020-05-08,Actual,"March 20, 2020",Actual,2020-03-20,May 2020,2020-05-31,"April 25, 2020",Actual,2020-04-25,"April 14, 2020",Actual,2020-04-14,2 Months,Observational [Patient Registry],NA,,Almitrine and COVID-19 Related Hypoxemia,Almitrine and Severe COVID-19 Patients in ICU [Almitrine et Patients COVID-19 en Reanimation (French)],Completed,NA,NA,17,Actual,"Central Hospital, Nancy, France",,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,Collaborative register on COVID-19 having benn treated with almitrine,2020-05-12T09:11:07Z,2020-05-12T09:11:07Z
NCT04370067,"ClinicalTrials.gov processed this data on May 15, 2020",2020-04-28,NA,NA,2020-05-10,2020-04-28,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-05-10,2020-05-12,Actual,"May 1, 2020",Anticipated,2020-05-01,May 2020,2020-05-31,"August 1, 2021",Anticipated,2021-08-01,"May 1, 2021",Anticipated,2021-05-01,12 Months,Observational [Patient Registry],NA,,Hungarian COVID-19 Epidemiological Research,Hungarian CoronaVirus Disease-19 Epidemiological Research,Recruiting,NA,NA,11200,Anticipated,Semmelweis University Heart and Vascular Center,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-05-18T06:34:04Z,2020-05-18T06:34:04Z
NCT04368065,"ClinicalTrials.gov processed this data on May 08, 2020",2020-04-28,NA,NA,2020-04-28,2020-04-28,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-04-28,2020-04-29,Actual,"April 2, 2020",Actual,2020-04-02,April 2020,2020-04-30,"June 1, 2022",Anticipated,2022-06-01,"December 31, 2021",Anticipated,2021-12-31,3 Months,Observational [Patient Registry],NA,,Registry to Study Factors That May Impact COVID-19 Occurrence and Severity,Registry to Study Factors That May Impact COVID-19 Occurrence and Severity,Recruiting,NA,NA,100000,Anticipated,Iqvia Pty Ltd,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,Data will be available during conduct of the study and two years following study completion.,Qualified researchers that have undergone a review process may submit requests to the IQVIA Registry Data Governance Committee (DGC) requesting approval and access for specific research purposes.,NA,Yes,"It is anticipated that external researchers may want to leverage these data for public health and life sciences research. The intent is to provide limited data access to qualified researchers for research that has gone through a review process. Per legal requirements, the individual data from this registry may not be transported outside of the IQVIA secured server environment. However, researchers may submit requests to the IQVIA CARE Data Governance Committee (DGC) requesting approval and access for specific research purposes.",2020-05-09T09:11:01Z,2020-05-09T09:11:01Z
NCT04367350,"ClinicalTrials.gov processed this data on May 08, 2020",2020-04-28,NA,NA,2020-04-28,2020-04-28,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-04-28,2020-04-29,Actual,"March 20, 2020",Actual,2020-03-20,April 2020,2020-04-30,"March 31, 2022",Anticipated,2022-03-31,"March 31, 2021",Anticipated,2021-03-31,24 Months,Observational [Patient Registry],NA,,Prospective Registry of Corona Virus Disease 2019 (Covid-19) Patients With Neuromuscular Involvement,Prospective Registry for Multimodal Assessment of Neuromuscular Pathology Associated With Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection,Recruiting,NA,NA,500,Anticipated,University Hospital Tuebingen,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-05-09T09:11:27Z,2020-05-09T09:11:27Z
